ID-taxodros|author|year|title|pagination|volume|journalOrPublisher|formatAndMeta|pubDate|libNumber|issue|editor|volumeTitle
gomez & najera, 1987b|Gomez, F. & Najera, C.|1987|Proportion of D. melanogaster - D. simulans in natural populations.|69-70|66|D. I. S.|pdf / vi.1987 / 1987b|1987-06-31||||
gomez, 1977|Gomez P., L. Diego|1977|La mosca del cangrejo terrestre Cardisoma crassum Smith (Crustacea: Gecarcinidae) en la Isla del Coco, Costa Rica.|59-63|25|Revta Biol. Trop.|pdf / ba 102|||||
gompel et al., 2005|Gompel, N. & Prud'homme, B. & Wittkopp, P.J. & Kassner, V.A. & Carroll, S.B.|2005|Chance caught on the wing: cis-regulatory evolution and the origin of pigment patterns in Drosophila.|481-487|433|Nature|pdf|||||
goncalves, 1939|Goncalves, C.R.|1939|Biologia de Uma "Pseudiastata" depredadora de "Pseudococcus brevipes" (Dip. Diastatidae).|103-113|17|Physis, B. Aires|pdf / 31.v.1939|1939-05-31||||
goncharenko & emelyanov, 1990|Goncharenko, G.G. & Emelyanov, N.M.|1990|Elektroforetitcheskii klutch dlya tipirovki veroslikh osobei dvoinikovikh vilov Drosophila gruppi virilis, obitaushikh v palearktike. (in Russian).|448-452|313|Dokl. Akad. Nauk SSSR|pdf / p 86890:313/1||p 86890:313|||
goncharenko & emelyanov, 1992a|Gontcharenko, G.G. & Emelianov, I.M.|1992|An electrophoretic key to adult members of the sibling species belonging to the Drosophila virilis group (Diptera, Drosophilidae) inhabiting Soviet Union and adjacent countries.|281-286|30|Z. zool. Syst. u. Evolut.-Forsch.|pdf / xii.1992 / 1992a|1992-12-31||||
goncharenko & emelyanov, 1992b|Gontcharenko, G.G. & Emelianov, I.M.|1992|An electrophoretic key for distinguishing adults of Drosophila sibling species of the virilis group (Diptera, Drosophilidae) inhabiting Palaearctic. (in Russian, with English summary).|52-58|71|Zool. Zh.|pdf / p 812343 / 1992b||p 812343|||
goncharenko & emelyanov, 1993|Gontcharenko, G.G. & Emelyanov, I.M.|1993|Electrophoretic Key for Distinguishing Adult Sibling Species of the Drosophila virilis Species Group (Diptera, Drosophilidae) Occurring in the Palaearctic.|89-95|71|Ent. Rev., Wash.|pdf|||||
goncharenko et al., 1984a|Goncharenko, G.G. & Mitrofanov, V.G. & Katokhin, A.N.|1984|Biochemical polymorphism in natural populations of Drosophila imeretensis Sokolov (Drosophila littoralis Meig.) from the Krasnodar territory.|488-494|20|Sov. Genet.|pdf / p 814974:20/4 / x.1984 / 1984a|1984-10-31|p 814974:20|4||
goncharenko et al., 1984c|Goncharenko, G.G. & Mitrofanov, V.G. & Korochkin, L.I.|1984|Isuchnie genotipiches koi struktur Drosophila imeretensis Sokolov (D. littoralis Meigen) v geograficheski rasdelennikh populayatsiyakh Krasnodarskogo kraya i byelorussii. (in Russian).|216-219|279|Dokl. Akad. Nauk SSSR|pdf / p 86890 / 1984c||p 86890|||
goncharenko et al., 1985|Gontcharenko, G.G. & Mitrofanov, V.G. & Korochkin, L.I.|1985|Localization of Genes Coding for Biochemical Traits on the Second Chromosome of Drosophila imeretensis Sokolov (D. littoralis Meigen).|329-335|23|Biochem. Genet.|pdf / iv.1985|1985-04-31||||
goncharenko et al., 1986|Goncharenko, G.G. & Mitrofanov, V.G. & Korochkin, L.I. & Kuchmin, V.M. & and Khilkevich, V.A.|1986|Issledovanie populatsionnikh parametrov u Drosophila virilis v pripodnikh populatsiakh Krasnodarskogo kraja. (in Russian).|710-713|289|Dokl. Akad. Nauk SSSR|pdf / p 86890:289/3||p 86890:289|||
goncharenko et al., 1989|Goncharenko, G.G. & Mitrofanov, V.G. & Korochkin, L.I. & Savitskii, B.P.|1989|[The first stage of speciation in two subspecies of the Drosophila virilis group.]|448-451|304|Dokl. Akad. Nauk SSSR|pdf|||||
goncharenko, 1987|Goncharenko, G.G.|1987|Allozimiaja diagnostika vidov-droinikov Drosophila gruppi virilis. (in Russian).|976-980|295|Dokl. Akad. Nauk SSSR|pdf / p 86890||p 86890|||
goni & martinez, 1995|Goni, B. & Martinez, M.E.|1995|First record of Drosophila subobscura in Uruguay.|164|76|D. I. S.|pdf / VII.1995|||||
goni & tobari, 1985|Goni, B. & Tobari, Y.N.|1985|Chiasma formation and chromosome aberration controlled by enhancer-suppressor system of crossing-over of males in D. ananassae. ii. (Abstract, in Japanese).|584|60|Jpn J. Genet.|pdf / p 813669 / xii.1985|1985-12-31|p 813669|||
goni & valente, 2012|Goni, B. & Valente, V.L.S.|2012|Polytene chromosome analysis in eye color mutants of Drosophila willistoni and their hybrids. The H. inversion.|81-85|95|D. I. S.|pdf|||||
goni et al., 1997|Goni, B. & Martinez, M.E. & Daguer, P.|1997|Studies of two Drosophila (Diptera, Drosophilidae) communities from urban Montevideo, Uruguay.|89-93|41|Revta bras. Ent.|pdf|||||
goni et al., 1998|Goni, B. & Martinez, M.E. & Valente, V.L.S. & Vilela, C.R.|1998|Preliminary Data on the Drosophila Species (Diptera, Drosophilidae) from Uruguay.|131-140|42|Revta bras. Ent.|pdf|||||
goni et al., 2001|Goni, B. & Fresia, P. & Calvino, M. & Ferreiro, M.J. & Valente, V.L.S. & Basso da Silva, L.|2001|First record of Zaprionus indianus Gupta, 1970 (Diptera, Drosophilidae) in southern localities of Uruguay.|61-65|84|D. I. S.|pdf / xii.2001|2001-12-31||||
goni et al., 2002a|Goni, B. & Martinez, M.E. & Techera, G. & Fresia, P.|2002|Increased frequencies of Zaprionus indianus Gupta, 1970 (Diptera, Drosophilidae) in Uruguay.|75-80|85|D. I. S.|pdf / xii.2002 / 2002a|2002-12-31||||
goni et al., 2002b|Goni, B. & Parada, C. & Rohde, C. & Valente, V.L.S.|2002|Genetic characterization of spontaneous mutations in Drosophila willistoni. I. Exchange and non-disjunction of the X chromosome.|80-84|85|D. I. S.|pdf / xii.2002 / 2002b|2002-12-31||||
goni et al., 2012a|Goni, B. & Matsuda, M. & Yamamoto, M.-T. & Vilela, C. & Tobari, Y.N.|2012|Crossing over does occur in males of Drosophila ananassae from natural populations.|505-511|55|Genome|pdf / 2012a|||||
goni et al., 2012b|Goni, B. & Remedios, M. & Gonzalez-Vainer, P. & Martinez, M. & Vilela, C.R.|2012|Species of Drosophila (Diptera: Drosophilidae) attracted to dung and carrion baited pitfall traps in the Uruguayan Eastern Serranias.|308-317|29|Zoologia|pdf / 2012b / viii.2012|2012-08-31||||
gonzalez & atrian, 1986|Gonzalez-Duarte, R. & Atrian, S.|1986|Metabolic response to alcohol ingestion in Drosophila hydei.|123-128|56|Heredity|pdf / ii.1986|1986-02-31||||
gonzalez & mensua, 1983|Gonzalez, A. & Mensua, J.L.|1983|High detrimental load in two populations of Drosophila melanogaster.|43-44|59|D. I. S.|pdf / x.1983|1983-10-31||||
gonzalez & mensua, 1984|Gonzalez, A. & Mensua, J.L.|1984|Inversions in two natural populations of Drosophila melanogaster from cellar and vineyard.|119-120|60|D. I. S.|pdf / vi.1984|1984-06-31||||
gonzalez & mensua, 1985|Gonzalez, A. & Mensua, J.L.|1985|Allelic rates and population sizes of two populations of D. melanogaster from cellar and vineyard.|85-86|61|D. I. S.|pdf / vi.1985|1985-06-31||||
gonzalez & mensua, 1987a|Gonzalez, A. & Mensua, J.L.|1987|Genetic polymorphism and high detrimental load in natural populations of Drosophila melanogaster from cellar and vineyard.|227-236|59|Heredity|pdf / x.1987 / 1987a|1987-10-31||||
gonzalez & mensua, 1987b|Gonzalez, A. & Mensua, J.L.|1987|Low frequency of inversion-carrying chromosomes in a population of Drosophila melanogaster from a cellar habitat.|297-306|19|Genet. Sel. Evol.|pdf / 1987b|||||
gonzalez & mensua, 1987c|Gonzalez, A. & Mensua, J.L.|1987|Evidence for coadaptation in a population of Drosophila melanogaster.|71-72|66|D. I. S.|pdf / vi.1987 1087c|||||
gonzalez & prevosti, 1969|Gonzalez-Duarte, R. & Prevosti, A.|1969|Polimorfismo de esterasas en Drosophila subobscura.|256-264|9|An. Estac. exp. Aula Dei|pdf / be s|||||
gonzalez & vilageliu, 1985|Gonzalez-Duarte, R. & Vilageliu, L.|1985|Metabolic response to ethanol and isopropanol in D. funebris and D. immigrans.|189-193|80|Comp. Biochem. Physiol.|pdf / p 813706b|||||
gonzalez et al., 1969|Gonzalez-Duarte, R. & de Frutos, R. & Prevosti, A.|1969|Esterase polymorphism in Drosophila subobscura. (Abstract).|7-11||FEBS Mtng 6|pdf / part|||||
gonzalez et al., 1973|Gonzalez-Duarte, R. & Gonzalez Izquierdo, M.C. & Prevosti, A.|1973|Polymorphism for esterases and alcohol dehydrogenases in natural populations of Drosophila subobscura.|63-70|2611|Atti Accad. Sci. Ist. Bologna, Mem.|pdf / p 712637:3/1||p 712637:3|||
gonzalez et al., 1982|Gonzalez, A.M. & Cabrera, V.M. & Larruga, J.M. & Gullon, A.|1982|Genetic distance in the sibling species Drosophila melanogaster, Drosophila simulans and Drosophila mauritiana.|517-522|36|Evolution|pdf / 30.vi.1982|1982-06-30||||
gonzalez et al., 1983|Gonzalez, A.M. & Cabrera, V.M. & Larruga, J.M. & Gullon, A.|1983|Molecular variation in insular endemic Drosophila species of the Macronesian archipelagos.|1128-1140|37|Evolution|pdf / 28.xii.1983|1983-12-28||||
gonzalez et al., 1986|Gonzalez, F. & Guzman, J. & Levine, L. & Olvera, O. & Rockwell, R.F. & de la Rosa, M.E. & Gaso, M.I.|1986|Chromosomal and Behavioral Studies of Mexican Drosophila: Density Dependence in Larva to Adult Survival in Drosophila pseudoobscura and D. melanogaster.|219-221|116|Am. Midl. Nat.|pdf / vii.1986|1986-07-31||||
gonzalez et al., 1987|Gonzalez, A. & Najera, C. & Mensua, J.L.|1987|Ecological and genetical study of a wine cellar population of Drosophila melanogaster.|57-62|8|Acta Oecol., Oecol. gen.|pdf / p 817880||p 817880|||
gonzalez et al., 1988|Gonzalez-Duarte, R. & Atrian, S. & Vilageliu, L. & Fibla, J.|1988|On the origin, function and expression of Drosophila alcohol dehydrogenase.|351-363|39|Genet. iber.|pdf / part|||1987||
gonzalez et al., 1990a|Gonzalez, A.M. & Hernandez, M. & Volz, A. & Pestano, J. & Larruga, J.M. & Sperlich, D. & Cabrera, V.M.|1990|Mitochondrial DNA Evolution in the obscura Species Subgroup of Drosophila.|122-131|31|J. molec. Evol.|pdf / p c 1626 / viii.1990 / 1990a|1990-08-31||||
gonzalez et al., 1990b|Gonzalez-Candelas, F. & Mensua, J.L. & Moya, A.|1990|Larval competition in Drosophila melanogaster: effects on development time.|33-44|82|Genetica|pdf / 1990b|||||
gonzalez et al., 1994a|Gonzalez-Coloma, A. & Escoubas, P. & Lajide, L. & Mizutani, J.|1994|Insecticidal Activity Screening of Japanese Lauraceae.|289-292|29|Appl. Ent. Zool.|pdf / p 813986 / 1994a||p 813986|||
gonzalez et al., 1994b|Gonzalez-Coloma, A. & Escombas, P. & Reina, M. & Mizutani, J.|1994|Antifeedant and Insecticidal Activity of Endemic Canarian Lauraceae.|292-296|29|Appl. Ent. Zool.|pdf / P 813986 / 1994b|||||
gonzalez et al., 2002|Gonzalez, J. & Ranz, J.M. & Ruiz, A.|2002|Chromosomal Elements Evolve at Different Rates in the Drosophila Genome.|1137-1154|161|Genetics|pdf|||||
gonzalez et al., 2003|Gonzalez, T.P. & Mascali, A.M.M.R. & Valente, V.L.S. & Chies, J.A.B. & Schiengold, M.|2003|Variabilidade em um gene de resistencia a multiplas drogas em duas especies cripticas de Drosophila. (Abstract).|28|49|Resum. Congr. bras. Genet.|pdf|||||
gonzalez et al., 2007|Gonzalez, J. & Casals, F. & Ruiz, A.|2007|Testing Chromosomal Phylogenies and Inversion Breakpoint Reuse in Drosophila.|167-177|175|Genetics|pdf|||||
gonzalez, 1976|Gonzalez-Duarte, R.|1976|Estudio de esterasas en poblaciones naturales de Drosophila subobscura. 20 pp.|||Universidad de Barcelona|pdf|||||
gonzalez, 1984|Gonzalez, F.|1984|Non-effect of light conditions as a selective force for an eye colour mutant of Drosophila melanogaster.|118-119|60|D. I. S.|vi.1984|1984-06-31||||
gonzalez, 1989|Gonzalez, D.|1989|Genetics of Factors Affecting the Life History of Drosophila melanogaster. III. Egg Insertion Behavior.|301-314|19|Behav. Genet.|pdf / part / p 814849 / iii.1989|1989-03-31|p 814849|||
good et al., 2006|Good, J.M. & Ross, C.L. & Markow, T.A.|2006|Multiple paternity in wild-caught Drosophila mojavensis.|2253-2260|15|Molec. Ecol.|pdf|||||
good, 1993|Good, D.S.|1993|Evolution of Behaviours in Drosophila melanogaster in High Temperatures: Genetic & Environmental Effects.|537-544|39|J. Insect Physiol.|pdf / part / vii.1993|1993-07-31||||
goodey, 1943a|Goodey, T.|1943|On the systematic relationships of the vinegar eelworm, Turbatrix aceti, and its congeners, with a description of a new species.|1-9|21|J. Helminth.|pdf / 1943a|||||
goodey, 1943b|Goodey, T.|1943|On Rhabditis curvicaudata (Schneider) and R. paraciliata n.sp.|10-17|21|J. Helminth.|pdf / 1943b|||||
goodey, 1951|Goodey, T.|1951|Soil and freshwater nematodes. A monograph.|||Methuen|pdf / part|||||
goodey, 1963|Goodey, J.B.|1963|Soil and freshwater nematodes. Second edition. 554 pp.|||Methuen|pdf / 816744|||||
goodman, 1979|Goodman, D.|1979|Competitive hierarchies in laboratory Drosophila.|207-219|33|Evolution|pdf / iii.1979|1979-03-31||||
goodnight & kircher, 1971|Goodnight, K.C. & Kircher, H.W.|1971|Metabolism of Lathosterol by Drosophila pachea.|166-169|6|Lipids|pdf / part / p c 1018|||||
goodnight, 1971|Goodnight, K.C.|1971|The metabolism of lathosterol by the fruit fly, Drosophila pachea.|1700|31|Diss. Abstr.|pdf|||||
goodrich & krider, 1984|Goodrich, C.E. & Krider, H.M.|1984|Ribosomal DNA replication during polytenization in interspecific hybrids of Drosophila. (Abstract).|40|107|Genetics|pdf|||||
goolsby et al., 2002|Goolsby, J.A. & Kirk, A.A. & Meyerdirk, D.E.|2002|Seasonal phenology & natural enemies of Maconellicoccus hirsutus (Hemiptera: Pseudococcidae) in Australia.|494-498|85|Fla Ent.|pdf|||||
gorb, 1997|Gorb, S.N.|1997|Armored Cuticular Membranes in Brachycera (Insects, Diptera).|213-222|234|J. Morph.|pdf|||||
gordh, 1977|Gordh, G.|1977|A new Neotropical species of Pteromalidae (Hymenoptera: Chalcidoidea) that parasitizes Diptera.|85-94|10|Brenesia|pdf / be s / iii.1977|1977-03-31||||
gordon et al., 1939|Gordon, C. & Spurway, H. & Street, P.A.R.|1939|An analysis of three wild populations of Drosophila subobscura.|37-90|38|J. Genet.|vii.1939|1939-07-31||||
gordon, 1935a|Gordon, C.|1935|An experiment on a released population of D. melanogaster.|381|69|Am. Nat.|pdf / viii.1935 / 1935a|1935-08-31||||
gordon, 1936|Gordon, C.|1936|The frequency of heterozygosis in free-living populations of Drosophila melanogaster & Drosophila subobscura.|25-60|33|J. Genet.|pdf / part / viii.1936|1936-08-31||||
gordon, 1937|Gordon, C.|1937|A note on an anomalous sex-ratio in Drosophila obscura.|325-327|34|J. Genet.|pdf / v.1937|1937-05-31||||
gordon, 1939|Gordon, C.|1939|A method for the direct study of natural selection.|278-285|16|J. exp. Biol.|pdf|||||
gordon, 1942|Gordon, C.|1942|Natural Breeding Sites of Drosophila obscura.|499-500|149|Nature|pdf / p 71742 / 2.v.1942|1942-05-02|p 71742|||
gornostayev & lyupina, 2008|Gornostaev, N.G. & Lyupina, Y.V.|2008|Note on the fauna of drosophilid flies (Diptera, Drosophilidae) of Adygeya.|119-122|19|Int. J. Dipterol. Res.|pdf|||||
gornostayev & markov, 1995|Gornostayev, N.G. & Markov, A.V.|1995|The comparative analysis of ecological groups in Drosophilidae of the former USSR and the structure of the family's adaptive zone. (in Russian, with English summary).|554-569|56|Zh. obshch. Biol.|pdf|||||
gornostayev & mitrofanov, 2000|Gornostaev, N.G. & Mitrofanov, V.G.|2000|Some new and important records of drosophilid flies (Diptera, Drosophilidae) from the south of Russia.|107-108|11|Int. J. Dipterol. Res.|pdf / 21.vii.2000|2000-07-21||||
gornostayev et al., 1998|Gornostaev, N.G. & Kulikov, A.M. & Mitrofanov, V.G.|1998|Morphological diagnostics of males of the Drosophila virilis s.l. species group (Diptera, Drosophilidae). (in Russian, with English summary).|700-703|77|Ent. Obozr.|pdf / SEG 612:77/3|||||
gornostayev et al., 2008|Gornostaev, N.G. & Kulikov, A.M. & Panteleev, D.Y.|2008|New records of drosophilid flies (Diptera, Drosophilidae) in Karelia.|105-108|19|Int. J. Dipterol. Res.|pdf|||||
gornostayev, 1970|Gornostayev, G.N.|1970|Nasekomye SSSR. 372 pp. (in Russian).|||Izdatelstvo Mysl|pdf / part|||||
gornostayev, 1989a|Gornostayev, N.G.|1989|Materials on the fauna of the Drosophilidae (Diptera) of the USSR (in Russian).|422-431|68|Ent. Obozr.|pdf / 1989a|||||
gornostayev, 1989b|Gornostayev, N.G.|1989|Faunistic data on the Drosophilidae (Diptera) of the USSR.|137-148|68|Ent. Rev., Wash.|pdf / wa 1 / 1989b|||||
gornostayev, 1991|Gornostayev, N.G.|1991|New species and new records of drosophilid flies (Diptera, Drosophilidae) from Kazakhstan. (in Russian).|484-487|70|Ent. Obozr.|pdf / viii.1991|1991-08-31||||
gornostayev, 1992a|Gornostayev, N.G.|1992|A new species of Drosophila (Diptera, Drosophilidae) from Turkmenia. (in Russian, with English summary).|149-151|91|Zool. Zh.|pdf / iv.1992 / 1992a|1992-04-31||||
gornostayev, 1992b|Gornostaev, N.G.|1991|New Species and New Records of Drosophilid Flies (Diptera, Drosophilidae) from Kazakhstan.|79-82|71|Ent. Rev., Wash.|pdf / Wae 1 / 1992b|||||
gornostayev, 1992c|Gornostaev, N.G.|1992|A New Species of Drosophila (Diptera, Drosophilidae) from Turkmenia.|148-149|71|Ent. Rev., Wash.|pdf / Wae 1 / 1992c|||||
gornostayev, 1992d|Gornostayev, N.G.|1992|Dvukridlie semeistva Drosophilidae botanitsheskogo sada MGU.|115-116||Nauka|pdf / 1992d|||||Dendrobiontnye nasekomye zelenykh nasazhdeniy G. Moskva
gornostayev, 1995|Gornostayev, N.G.|1995|A review of drosophilid flies (Diptera, Drosophilidae) of Middle Asia and Kazakhstan. (In Russian, with English summary).|214-223|74|Ent. Obozr.|pdf / v.1995|1995-05-31||||
gornostayev, 1996a|Gornostayev, N.G.|1996|A Review of Drosophilidae (Diptera, Drosophilidae) from Central Asia and Kazakhstan.|49-60|75|Ent. Rev., Wash.|pdf / 1996a|||||
gornostayev, 1996b|Gornostayev, N.G.|1996|Ecological classification of Drosophilid flies (Diptera, Drosophilidae). (In Russian, with English summary).|698-705|75|Ent. Obozr.|pdf / SEG 612 / 1996b|||||
gornostayev, 1996c|Gornostaev, N.G.|1996|An addition to the fauna of drosophilid flies (Diptera, Drosophilidae) of Middle Asia, Kazakhstan and Transcaucasia.|163-166|5|Russian ent. J.|pdf / 1996c|||||
gornostayev, 1997a|Gornostaev, N.G.|1997|Addition to the fauna of drosophilid flies (Diptera, Drosophilidae) of Russia.|113-118|6|Russian ent. J.|pdf / 1997a|||||
gornostayev, 1997b|Gornostaev, N.G.|1997|Fauna of drosophilid flies (Diptera, Drosophilidae) of Byelorussia and Ukraine.|99-101|6|Russian ent. J.|pdf / 1997b|||||
gornostayev, 2001|Gornostayev, N.G.|2001|Opredelitelnaya tablitsa mukh-drosophilid (Diptera, Drosophilidae) evropeisko rossii i sopredelnikh stran. (A key to the drosophilid flies (Diptera, Drosophilidae) from European Russia and neighbouring countries). (in Russian).|908-915|80|Ent. Obozr.|pdf / seg 612|||||
gornostayev, 2005a|Gornostaev, N.G.|2005|Note on the fauna of drosophilid flies (Diptera, Drosophilidae) of two south provinces of European Russia.|161-163|16|Int. J. Dipterol. Res.|pdf / 2005a|||||
gornostayev, 2005b|Gornostaev, N.G.|2005|Note on the fauna of drosophilid flies (Diptera, Drosophilidae) of Tuva and Hakassia.|165-167|16|Int. J. Dipterol. Res.|pdf / 2005b|||||
